"This is true of Nurse but Champagnie was in Philly when Doc was the coach, not him","hot_take","Depth-1 reply: bold opinion or claim asserted without specific verifiable evidence"
"He’s not amazing laterally especially with stop/start stuff but he’s like 6’8 and tries hard which is often good enough","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"He rebounds well though and Spurs like their shooters to crash the board","hot_take","Depth-1 reply: bold opinion or claim asserted without specific verifiable evidence"
"It should also be noted the two teams were looking for different roles to be filled so his development is a result of opportunity","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"Imo the sixers just have a bad FO. Relying on Tobias Harris a couple years ago and Kelly Oubre this year… 2 players literally known for being bad and overpaid. Also Paul George $50m/year in 2026? Yikes.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"I think he’s an okay defender but every time I remember from this series shai blew right by him or shook him. I know spurs d funnels drivers into wemby to an extent but of all spurs perimeter players it looked like champagnie had the hardest time on shai To avoid generalizing because it’s usually more case specific, I think teams usually look more to address their weaknesses or bolster their strengths and if a player on the fringes that falls within those comes available they’ll take a deeper look at the player as a whole So much of how a player turns out, if they don’t have star level talent, is about fit (roster construction, play style, coaching etc). I don’t think champagnie does this for every team, but the 76ers management is not the greatest anyway. I imagine they had ball handler needs at the time but extra tough in hindsight. If champagnie was playing like this for the 76ers they probably wouldn’t release him tho (I say probably because their management is pretty ass). And on top of that some teams have better player development and are more dedicated/patient on that front","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"I disagree, I thought Champagnie did an excellent job when switched onto SGA. He was constantly funneling him towards Wemby (Spurs main defensive principle), and forcing him to settle for contested mid-range jumpers. SGA is just so good that those contested middies are still good shots for him. Champagnie did not do as good of a job walling off his drives as Castle did, but he isn't nearly the athlete that Castle is. I especially thought Champagnie did a better job on SGA than Harper, Fox, and Vassell. Vassell especially was biting for shot fakes more than the other guys, and Fox is just too small to consistently bother SGA.","hot_take","Depth-1 reply: bold opinion or claim asserted without specific verifiable evidence"
"Playing time differences are mostly due to the fact that the Spurs were fully in tank mode in 2022/23 (which...worked out), whilst the Sixers were trying to compete around an MVP season from Embiid. The Spurs had lots of playing time to go around, and if you're in that stage you're just trying to work out who actually has skills to be a contributor - Julian was obviously a hit, but I don't think it was incredibly obvious at the time. I think that playing time was pretty important in the growth of Champagnie - gave him a clear runway and confidence, then certainty of a contract and stability of knowing that filling this role would give him a place in the league. I don't think the 76ers had the chance to give him that secret sauce that led to his development.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"Yea I’m not even sure the spurs expected this much out of him. Look at his contract, it’s very cheap and it’s not like he turned down higher offered to stay in SA. That was just his value at the time.","hot_take","Depth-1 reply: bold opinion or claim asserted without specific verifiable evidence"
"The 76ers obviously did see something in Champagnie. That's why they got him in the first place. But patience and timelines come at a premium in the NBA. It's very common for one team to pick up a prospect, but then have him become decent somewhere else.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"I feel like good GMs/Scouts/Coaches can take the basic talent, these players have and focus on that while teaching them to fit into the role they should play in the team. JC and McCain are both quick. McCain more so than JC. JC has a lethal 3pt shot amd in rhythm it's a pretty fast release too. If you're looking for a 3 n d guy to sit in the corner and wait for Embiid or Maxey to cough the ball out to, you're wasting their porential. I don't know how they played in Philly but it seems to me, Julian was not sent into motion enough, with too little ball movement as well to open up spots that showcase his IQ and lightfootedness. And if you don't give McCain the ball and run multiple screens for him, like OKC did, you need to quit. That man is a lightning bolt. And the 3 pointer is harsh as well. He is like Jalen Brunson to me. No idea how Dallas didn't build around his footwork and capability to finish at the rim. Maybe it's the bench lvl skillset they had around them in their old team's roles?","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"I am not entirely sure if this is the only reason, but I saw it brought up before that the Sixers waived Champagnie to sign Mac McClung to a 2 way so he would compete in the dunk contest in a Sixers jersey.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"This will never not be hilarious because what the actual fuck","hot_take","Depth-1 reply: bold opinion or claim asserted without specific verifiable evidence"
"He went undrafted in 2022, so basically every team passed on him. Because of that I wouldn't really hold anything against the Sixers. The Spurs are just a great franchise that always seems to make the right move.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"The spurs were a younger team w more minutes to go around and took a shot at signing Julian and he worked his way into a role by playing well. The 76ers were a playoff team w o the time to develop anyone as well as the money to play anyone who might cost more than they could afford too. That explains that and Mcain to Okc was about Presti taking a shot at a player who flashed upside before his injury. The thunder also needed shooting and he fit the mold. By the time Mcain was back from injury there simply wasn’t enough minutes for him to work into any meaningful numbers also which makes it look like more than it is. I know this because I play fantasy and saw what the kid could do pre injury and by the time I could grab him off waivers this year I did. But to my poor luck he never got going again and now they had VJ playing great and thought that Mcain was expendable","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"Champs happened to be a good archetype for what to put around Wemby, and is one of the better contracts in the league. 2023-2025 has essentially been designated as the phase for the youngsters to get their feet wet and play winning basketball with vets like Fox, Barnes, and Kornet. The 3rd unit is mostly made up of older vets who take up garbage time to set a good culture for the young guys. The franchise is ahead of schedule, so it seems like the retool is going to be made with upside depth for the 3rd unit. Champs will likely be offered a team friendly contract if he wants to keep his role on the team, and SA has a viable replacement in Bryant should Champs capitalize on FA.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"Champagnie was always a shooter. Real ones remember during Wemby's terrible summer league game Champagnie was the one who went off and scored like 30 on quite a bit of 3s. His defense and IQ are what improved the most from his time on the spurs. He's not impressing anybody on those aspects of his game, but he's no longer a liability in those two areas and that's huge for a shooter.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"A lot of players would look great under the Spurs system. You have a heavy rotation of players at the 1-3 that simply just grinds people down while allowing Wemby to function. More touches, more open shots. The Thunder do the same thing. They were merely missing players for Game 7. Sixers? They should've kept some of these players. Of course, their problem is with injuries. Can't really utilize this, otherwise, if Embiid is always hurt","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"What were the Sixers thinking? Just letting top tier talent walk. Everything they needed this postseason, they had, and let it walk away. With the East as weak as it is, they prob could have made it to the ECFs tbh.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"Well the 76ers really look for old guys with damaged knees or at least chronic back pain issues while other teams focus on under appreciated talent","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"Darryl Morey is a basketball terrorist. Remember, this is the same guy that said 3 pointer should be worth 2.5 points.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"To be blunt, his value is at an all time high right now because he hits open threes when it matters. You can't really scout for that. He's also a much better player than he was back then.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"He's playing the same, but on a much better team. Sometimes it's just a system thing. SA is known for maximizing role players even after Pop left the game. He's still a streaky shooter, which can be compensated for if you have a bunch of other talent doing different things, which to 76ers have less of.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"Sixers FO only values name recognition, they love focusing their roster construction on stagging what ever big name FA is available.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
"To me Julian sucks. He doesn't do anything besides chucking the ball. BUT... That is all the Spurs need him to do is make 3 threes to open the court for others and this season he has been knocking them down.","hot_take","Depth-0: bold opinion or claim asserted without specific verifiable evidence"
